Branch,Kabupaten,Type,Name,Address,Telephone,Class,Kecamatan,Lat,Long
JAKARTA SELATAN,JAKARTA SELATAN,P1,Kec. Tebet,"Jl. Prof. Supomo, SH  No. 54, Kec. Tebet",8318504,,,,
JAKARTA SELATAN,JAKARTA SELATAN,P1,Kel Menteng Dalam I,"Jl. Rasamala I  Gg Masjid  Rt. 003/02, Kec. Tebet",8352943,,,,
JAKARTA SELATAN,JAKARTA SELATAN,P1,Kel Tebet Timur,"Jl. Tebet Timur II rt 06/05, Kec. Tebet",8350632,,,,
JAKARTA SELATAN,JAKARTA SELATAN,P1,Kel Manggarai,"Jl. Swadaya I No. 1, Kec. Tebet",8305391,,,,
JAKARTA SELATAN,JAKARTA SELATAN,P1,Kel Kebon Baru,"Jl. Asem Baris Gg IX Rt 008/05, Kec. Tebet",8353524,,,,
JAKARTA SELATAN,JAKARTA SELATAN,P1,Kel Bukit Duri,"Jl. Bukit Duri Tanjakan Dalam XV, Kec. Tebet",8352556,,,,
JAKARTA SELATAN,JAKARTA SELATAN,P1,Kel Manggarai Selatan,"Jl. Dr.  Saharjo Gg Rambutan No. 4 c, Kec. Tebet",8352992,,,,
JAKARTA SELATAN,JAKARTA SELATAN,P1,Kel Tebet Barat,"Jl. Tebet Barat Dalam IX / 64, Kec. Tebet",8295976,,,,
JAKARTA SELATAN,JAKARTA SELATAN,P1,Kec. Setiabudi,"Jl. Halimun No. 13, Kec. Setia Budi",8295529,,,,
JAKARTA SELATAN,JAKARTA SELATAN,P1,Kel Pasar Manggis,"Jl. Menteng Granit No. 3 Rt 015/07, Kec. Setia Budi",8303588,,,,
JAKARTA SELATAN,JAKARTA SELATAN,P1,Kel Menteng Atas,"Jl. Dr. Saharjo Gg. Makmur Raya Rt 001/08, Kec. Setia Budi",8305394,,,,
JAKARTA SELATAN,JAKARTA SELATAN,P1,Kel Karet,"Jl. Komando Ujung Rt. 010/02, Kec. Setia Budi",5264352,,,,
JAKARTA SELATAN,JAKARTA SELATAN,P1,Kel Setiabudi,Jl. Setiabudi Barat no. 8L ,5213484,,,,
