Branch,Kabupaten,Type,Name,Address,Telephone,Class,Kecamatan,Lat,Long
PEKANBARU,PEKANBARU,P1,Pkm Langsat,Jl. Langsat No. 1,0761-21051,,,,
PEKANBARU,PEKANBARU,P1,Pkm Melur,Jl. Melur No. 103,0761-22508,,,,
PEKANBARU,PEKANBARU,P1,Pkm Senapelan,Jl. Jati No. 4,0761-24707,,,,
PEKANBARU,PEKANBARU,P1,Pkm Rumbai,Jl. Sekolah No. 52,0761-53537,,,,
PEKANBARU,PEKANBARU,P1,Pkm Umban Sari,Jl. Purnama Sari No. 2,0761-51764,,,,
PEKANBARU,PEKANBARU,P1,Pkm RI Karya Wanita,Jl. Gabus Raya,-,,,,
PEKANBARU,PEKANBARU,P1,Pkm Pekanbaru Kota,Jl. Sago/Tamtama No. 121,0761-35569,,,,
PEKANBARU,PEKANBARU,P1,Pkm Lima Puluh,Jl. Sumber Sari No. 116,0761-36436,,,,
PEKANBARU,PEKANBARU,P1,Pkm Sail,Jl. Hang Jebat No. 16,0761-21640,,,,
PEKANBARU,PEKANBARU,P1,Pkm RI Simpang Tiga,Jl. Kaharuddin Nasution,0761-674763,,,,
PEKANBARU,PEKANBARU,P1,Pkm. Rejosari,Jl. Taman Sari No. 3,0761-42956,,,,
PEKANBARU,PEKANBARU,P1,Pkm Harapan Raya,Jl. Imam Munandar No. 40,0761-26326,,,,
PEKANBARU,PEKANBARU,P1,Pkm Garuda,Jl. Garuda No. 12A,-,,,,
PEKANBARU,PEKANBARU,P1,Pkm RI Tenayan Raya,Jl. Budi Luhur,-,,,,
PEKANBARU,PEKANBARU,P1,Pkm Payung Sekaki,Jl. Fajar No. 21,0761- 62563,,,,
PEKANBARU,PEKANBARU,P1,Pkm Sidomulyo,Jl. Raya Pekanbaru-Bangkinang,0761- 63170,,,,
PEKANBARU,PEKANBARU,P1,Pkm RI Sidomulyo,Jl Delima,0761-705186,,,,
PEKANBARU,PEKANBARU,P1,Pkm Simpang Baru,Jl. Flamboyan No. 100,0761-22213,,,,
PEKANBARU,PEKANBARU,P1,Pkm RI Muara Fajar,Jl. Raya Pekanbaru-Minas Km.18,0761-856256,,,,
PEKANBARU,PEKANBARU,P1,Pkm Rumbai Bukit,Jl. Rumbai Bukit,0761-221212,,,,
PEKANBARU,PEKANBARU,P1,Pkm Pangkalan Kerinci,Jl. Kamboja No. 06,08127569659,,,,
PEKANBARU,PEKANBARU,P1,Pkm Sikijang,Jl. Lintas Timur Km. 30,08197650288,,,,
PEKANBARU,PEKANBARU,P1,Pkm Langgam,Jl. Jend. Sudirman No. 1,08126899735,,,,
PEKANBARU,PEKANBARU,P1,Pkm Bunut,Jl.Pamong Praja No.2,08137172852,,,,
PEKANBARU,PEKANBARU,P1,Pkm Pangkalan Kuras,"Jl. Lintas Timur, Sorek I",08137808919,,,,
PEKANBARU,PEKANBARU,P1,Pkm Ukui,Ukui,08137827548,,,,
PEKANBARU,PEKANBARU,P1,Pkm Kuala Kampar,Jl.Imam Tahar Teluk Dalam,08126406170,,,,
PEKANBARU,PEKANBARU,P1,Pkm Kerumutan,Jl. Kesehatan No. 1,08127183599,,,,
PEKANBARU,PEKANBARU,P1,Pkm Pangkalan Lesung,Jl. Panglo,08127636383,,,,
PEKANBARU,PEKANBARU,P1,Pkm Teluk Meranti,Jl. Rambutan Teluk Meranti,08527236298,,,,
PEKANBARU,PEKANBARU,P1,Pkm Pelalawan,Jl. Tengku Said Harun,08137117589,,,,
PEKANBARU,PEKANBARU,P1,Pkm Bandar Petalangan,Bandar petalangan,08137183989,,,,
